appliance_id,household_id,name,cls,quantity,p_rat_kw,duty_cycle,schedule,thermal_response,id
KLNC0306-A01,KLNC0306,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0306-A01
KLNC0306-A02,KLNC0306,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0306-A02
KLNC0306-A03,KLNC0306,ac_cassette,curtailable,4,3.5,0.65,commercial_trading,cooling_ac,KLNC0306-A03
KLNC0306-A04,KLNC0306,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0306-A04
KLNC0306-A05,KLNC0306,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0306-A05
KLNC0307-A00,KLNC0307,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0307-A00
KLNC0307-A01,KLNC0307,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0307-A01
KLNC0307-A02,KLNC0307,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0307-A02
KLNC0307-A03,KLNC0307,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0307-A03
KLNC0307-A04,KLNC0307,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0307-A04
KLNC0307-A05,KLNC0307,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0307-A05
KLNC0308-A00,KLNC0308,display_refrigeration,critical,3,0.8,0.55,commercial_base,refrigeration,KLNC0308-A00
KLNC0308-A01,KLNC0308,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0308-A01
KLNC0308-A02,KLNC0308,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0308-A02
KLNC0308-A03,KLNC0308,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0308-A03
KLNC0308-A04,KLNC0308,ac_cassette,curtailable,4,3.5,0.65,commercial_trading,cooling_ac,KLNC0308-A04
KLNC0308-A05,KLNC0308,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0308-A05
KLNC0309-A00,KLNC0309,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0309-A00
KLNC0309-A01,KLNC0309,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0309-A01
KLNC0309-A02,KLNC0309,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0309-A02
KLNC0309-A03,KLNC0309,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0309-A03
KLNC0309-A04,KLNC0309,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0309-A04
KLNC0310-A00,KLNC0310,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0310-A00
KLNC0310-A01,KLNC0310,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0310-A01
KLNC0310-A02,KLNC0310,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0310-A02
KLNC0310-A03,KLNC0310,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0310-A03
KLNC0310-A04,KLNC0310,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0310-A04
KLNC0310-A05,KLNC0310,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0310-A05
KLNC0311-A00,KLNC0311,display_refrigeration,critical,3,0.8,0.55,commercial_base,refrigeration,KLNC0311-A00
KLNC0311-A01,KLNC0311,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0311-A01
KLNC0311-A02,KLNC0311,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0311-A02
KLNC0311-A03,KLNC0311,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0311-A03
KLNC0311-A04,KLNC0311,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0311-A04
KLNC0311-A05,KLNC0311,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0311-A05
KLNC0312-A00,KLNC0312,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0312-A00
KLNC0312-A01,KLNC0312,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0312-A01
KLNC0312-A02,KLNC0312,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0312-A02
KLNC0312-A03,KLNC0312,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0312-A03
KLNC0312-A04,KLNC0312,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0312-A04
KLNC0312-A05,KLNC0312,ac_cassette,curtailable,2,3.5,0.65,commercial_trading,cooling_ac,KLNC0312-A05
KLNC0312-A06,KLNC0312,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0312-A06
KLNC0312-A07,KLNC0312,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0312-A07
KLNC0313-A00,KLNC0313,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0313-A00
KLNC0313-A01,KLNC0313,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0313-A01
KLNC0313-A02,KLNC0313,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0313-A02
KLNC0313-A03,KLNC0313,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0313-A03
KLNC0313-A04,KLNC0313,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0313-A04
KLNC0314-A00,KLNC0314,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0314-A00
KLNC0314-A01,KLNC0314,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0314-A01
KLNC0314-A02,KLNC0314,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0314-A02
KLNC0314-A03,KLNC0314,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0314-A03
KLNC0314-A04,KLNC0314,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0314-A04
KLNC0315-A00,KLNC0315,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0315-A00
KLNC0315-A01,KLNC0315,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0315-A01
KLNC0315-A02,KLNC0315,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0315-A02
KLNC0315-A03,KLNC0315,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0315-A03
KLNC0316-A00,KLNC0316,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0316-A00
KLNC0316-A01,KLNC0316,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0316-A01
KLNC0316-A02,KLNC0316,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0316-A02
KLNC0316-A03,KLNC0316,ac_cassette,curtailable,3,3.5,0.65,commercial_trading,cooling_ac,KLNC0316-A03
KLNC0316-A04,KLNC0316,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0316-A04
KLNC0316-A05,KLNC0316,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0316-A05
KLNC0317-A00,KLNC0317,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0317-A00
KLNC0317-A01,KLNC0317,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0317-A01
KLNC0317-A02,KLNC0317,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0317-A02
KLNC0317-A03,KLNC0317,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0317-A03
KLNC0317-A04,KLNC0317,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0317-A04
KLNC0317-A05,KLNC0317,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0317-A05
KLNC0318-A00,KLNC0318,display_refrigeration,critical,3,0.8,0.55,commercial_base,refrigeration,KLNC0318-A00
KLNC0318-A01,KLNC0318,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0318-A01
KLNC0318-A02,KLNC0318,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0318-A02
KLNC0318-A03,KLNC0318,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0318-A03
KLNC0318-A04,KLNC0318,ac_cassette,curtailable,3,3.5,0.65,commercial_trading,cooling_ac,KLNC0318-A04
KLNC0318-A05,KLNC0318,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0318-A05
KLNC0318-A06,KLNC0318,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0318-A06
KLNC0319-A00,KLNC0319,display_refrigeration,critical,2,0.8,0.55,commercial_base,refrigeration,KLNC0319-A00
KLNC0319-A01,KLNC0319,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0319-A01
KLNC0319-A02,KLNC0319,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0319-A02
KLNC0319-A03,KLNC0319,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0319-A03
KLNC0319-A04,KLNC0319,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0319-A04
KLNC0320-A00,KLNC0320,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0320-A00
KLNC0320-A01,KLNC0320,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0320-A01
KLNC0320-A02,KLNC0320,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0320-A02
KLNC0320-A03,KLNC0320,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0320-A03
KLNC0320-A04,KLNC0320,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0320-A04
KLNC0320-A05,KLNC0320,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0320-A05
KLNC0321-A00,KLNC0321,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0321-A00
KLNC0321-A01,KLNC0321,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0321-A01
KLNC0321-A02,KLNC0321,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0321-A02
KLNC0321-A03,KLNC0321,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0321-A03
KLNC0321-A04,KLNC0321,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0321-A04
KLNC0322-A00,KLNC0322,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0322-A00
KLNC0322-A01,KLNC0322,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0322-A01
KLNC0322-A02,KLNC0322,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0322-A02
KLNC0322-A03,KLNC0322,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0322-A03
KLNC0323-A00,KLNC0323,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0323-A00
KLNC0323-A01,KLNC0323,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0323-A01
KLNC0323-A02,KLNC0323,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0323-A02
KLNC0323-A03,KLNC0323,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0323-A03
KLNC0323-A04,KLNC0323,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0323-A04
KLNC0323-A05,KLNC0323,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0323-A05
KLNC0324-A00,KLNC0324,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0324-A00
KLNC0324-A01,KLNC0324,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0324-A01
KLNC0324-A02,KLNC0324,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0324-A02
KLNC0324-A03,KLNC0324,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0324-A03
KLNC0324-A04,KLNC0324,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0324-A04
KLNC0325-A00,KLNC0325,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0325-A00
KLNC0325-A01,KLNC0325,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0325-A01
KLNC0325-A02,KLNC0325,ac_cassette,curtailable,2,3.5,0.65,commercial_trading,cooling_ac,KLNC0325-A02
KLNC0325-A03,KLNC0325,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0325-A03
KLNC0326-A00,KLNC0326,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0326-A00
KLNC0326-A01,KLNC0326,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0326-A01
KLNC0326-A02,KLNC0326,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0326-A02
KLNC0326-A03,KLNC0326,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0326-A03
KLNC0326-A04,KLNC0326,ac_cassette,curtailable,3,3.5,0.65,commercial_trading,cooling_ac,KLNC0326-A04
KLNC0326-A05,KLNC0326,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0326-A05
KLNC0327-A00,KLNC0327,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0327-A00
KLNC0327-A01,KLNC0327,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0327-A01
KLNC0327-A02,KLNC0327,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0327-A02
KLNC0327-A03,KLNC0327,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0327-A03
KLNC0327-A04,KLNC0327,ac_cassette,curtailable,2,3.5,0.65,commercial_trading,cooling_ac,KLNC0327-A04
KLNC0327-A05,KLNC0327,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0327-A05
KLNC0327-A06,KLNC0327,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0327-A06
KLNC0328-A00,KLNC0328,display_refrigeration,critical,3,0.8,0.55,commercial_base,refrigeration,KLNC0328-A00
KLNC0328-A01,KLNC0328,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0328-A01
KLNC0328-A02,KLNC0328,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0328-A02
KLNC0328-A03,KLNC0328,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0328-A03
KLNC0328-A04,KLNC0328,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0328-A04
KLNC0328-A05,KLNC0328,ac_cassette,curtailable,2,3.5,0.65,commercial_trading,cooling_ac,KLNC0328-A05
KLNC0328-A06,KLNC0328,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0328-A06
KLNC0329-A00,KLNC0329,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0329-A00
KLNC0329-A01,KLNC0329,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0329-A01
KLNC0329-A02,KLNC0329,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0329-A02
KLNC0329-A03,KLNC0329,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0329-A03
KLNC0329-A04,KLNC0329,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0329-A04
KLNC0330-A00,KLNC0330,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0330-A00
KLNC0330-A01,KLNC0330,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0330-A01
KLNC0330-A02,KLNC0330,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0330-A02
KLNC0330-A03,KLNC0330,ac_cassette,curtailable,4,3.5,0.65,commercial_trading,cooling_ac,KLNC0330-A03
KLNC0330-A04,KLNC0330,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0330-A04
KLNC0330-A05,KLNC0330,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0330-A05
KLNC0331-A00,KLNC0331,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0331-A00
KLNC0331-A01,KLNC0331,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0331-A01
KLNC0331-A02,KLNC0331,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0331-A02
KLNC0331-A03,KLNC0331,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0331-A03
KLNC0332-A00,KLNC0332,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0332-A00
KLNC0332-A01,KLNC0332,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0332-A01
KLNC0332-A02,KLNC0332,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0332-A02
KLNC0332-A03,KLNC0332,ac_cassette,curtailable,4,3.5,0.65,commercial_trading,cooling_ac,KLNC0332-A03
KLNC0332-A04,KLNC0332,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0332-A04
KLNC0333-A00,KLNC0333,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0333-A00
KLNC0333-A01,KLNC0333,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0333-A01
KLNC0333-A02,KLNC0333,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0333-A02
KLNC0333-A03,KLNC0333,ac_cassette,curtailable,4,3.5,0.65,commercial_trading,cooling_ac,KLNC0333-A03
KLNC0333-A04,KLNC0333,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0333-A04
KLNC0333-A05,KLNC0333,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0333-A05
KLNC0334-A00,KLNC0334,display_refrigeration,critical,1,0.8,0.55,commercial_base,refrigeration,KLNC0334-A00
KLNC0334-A01,KLNC0334,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0334-A01
KLNC0334-A02,KLNC0334,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0334-A02
KLNC0334-A03,KLNC0334,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0334-A03
KLNC0334-A04,KLNC0334,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0334-A04
KLNC0334-A05,KLNC0334,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0334-A05
KLNC0334-A06,KLNC0334,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0334-A06
KLNC0335-A00,KLNC0335,display_refrigeration,critical,2,0.8,0.55,commercial_base,refrigeration,KLNC0335-A00
KLNC0335-A01,KLNC0335,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0335-A01
KLNC0335-A02,KLNC0335,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0335-A02
KLNC0335-A03,KLNC0335,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0335-A03
KLNC0335-A04,KLNC0335,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0335-A04
KLNC0335-A05,KLNC0335,ac_cassette,curtailable,2,3.5,0.65,commercial_trading,cooling_ac,KLNC0335-A05
KLNC0335-A06,KLNC0335,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0335-A06
KLNC0336-A00,KLNC0336,display_refrigeration,critical,2,0.8,0.55,commercial_base,refrigeration,KLNC0336-A00
KLNC0336-A01,KLNC0336,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0336-A01
KLNC0336-A02,KLNC0336,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0336-A02
KLNC0336-A03,KLNC0336,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0336-A03
KLNC0336-A04,KLNC0336,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0336-A04
KLNC0336-A05,KLNC0336,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0336-A05
KLNC0336-A06,KLNC0336,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0336-A06
KLNC0337-A00,KLNC0337,display_refrigeration,critical,3,0.8,0.55,commercial_base,refrigeration,KLNC0337-A00
KLNC0337-A01,KLNC0337,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0337-A01
KLNC0337-A02,KLNC0337,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0337-A02
KLNC0337-A03,KLNC0337,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0337-A03
KLNC0337-A04,KLNC0337,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0337-A04
KLNC0338-A00,KLNC0338,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0338-A00
KLNC0338-A01,KLNC0338,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0338-A01
KLNC0338-A02,KLNC0338,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0338-A02
KLNC0338-A03,KLNC0338,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0338-A03
KLNC0338-A04,KLNC0338,lighting_retail,curtailable,1,0.9,0.95,commercial_trading,none,KLNC0338-A04
KLNC0338-A05,KLNC0338,signage_and_display,curtailable,2,0.4,0.9,commercial_trading,none,KLNC0338-A05
KLNC0339-A00,KLNC0339,pos_and_servers,critical,1,0.3,0.8,commercial_base,none,KLNC0339-A00
KLNC0339-A01,KLNC0339,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0339-A01
KLNC0339-A02,KLNC0339,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0339-A02
KLNC0339-A03,KLNC0339,water_heater_storage,shiftable,1,2.0,0.45,commercial_trading,none,KLNC0339-A03
KLNC0339-A04,KLNC0339,lighting_retail,curtailable,3,0.9,0.95,commercial_trading,none,KLNC0339-A04
KLNC0339-A05,KLNC0339,signage_and_display,curtailable,1,0.4,0.9,commercial_trading,none,KLNC0339-A05
KLNC0340-A00,KLNC0340,pos_and_servers,critical,2,0.3,0.8,commercial_base,none,KLNC0340-A00
KLNC0340-A01,KLNC0340,security_and_cctv,critical,1,0.15,0.95,flat_always_on,none,KLNC0340-A01
KLNC0340-A02,KLNC0340,water_pump,shiftable,1,1.5,0.9,pump_offpeak_capable,none,KLNC0340-A02
KLNC0340-A03,KLNC0340,ac_cassette,curtailable,1,3.5,0.65,commercial_trading,cooling_ac,KLNC0340-A03
KLNC0340-A04,KLNC0340,lighting_retail,curtailable,2,0.9,0.95,commercial_trading,none,KLNC0340-A04
KLNC0341-A00,KLNC0341,process_motor,critical,1,5.0,0.7,industrial_single_shift,none,KLNC0341-A00
KLNC0341-A01,KLNC0341,air_compressor,critical,2,3.0,0.6,industrial_single_shift,none,KLNC0341-A01
KLNC0341-A02,KLNC0341,batch_process,shiftable,1,4.0,0.75,industrial_single_shift,none,KLNC0341-A02
KLNC0341-A03,KLNC0341,water_pump,shiftable,1,2.2,0.85,pump_offpeak_capable,none,KLNC0341-A03
KLNC0341-A04,KLNC0341,ventilation_fan,curtailable,2,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0341-A04
KLNC0341-A05,KLNC0341,lighting_shopfloor,curtailable,1,1.2,0.95,industrial_single_shift,none,KLNC0341-A05
KLNC0341-A06,KLNC0341,ac_office_block,curtailable,2,1.8,0.6,industrial_single_shift,cooling_ac,KLNC0341-A06
KLNC0342-A00,KLNC0342,process_motor,critical,2,5.0,0.7,industrial_single_shift,none,KLNC0342-A00
KLNC0342-A01,KLNC0342,air_compressor,critical,1,3.0,0.6,industrial_single_shift,none,KLNC0342-A01
KLNC0342-A02,KLNC0342,ventilation_fan,curtailable,2,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0342-A02
KLNC0342-A03,KLNC0342,lighting_shopfloor,curtailable,1,1.2,0.95,industrial_single_shift,none,KLNC0342-A03
KLNC0343-A00,KLNC0343,process_motor,critical,1,5.0,0.7,industrial_single_shift,none,KLNC0343-A00
KLNC0343-A01,KLNC0343,air_compressor,critical,2,3.0,0.6,industrial_single_shift,none,KLNC0343-A01
KLNC0343-A02,KLNC0343,water_pump,shiftable,1,2.2,0.85,pump_offpeak_capable,none,KLNC0343-A02
KLNC0343-A03,KLNC0343,ventilation_fan,curtailable,1,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0343-A03
KLNC0343-A04,KLNC0343,lighting_shopfloor,curtailable,2,1.2,0.95,industrial_single_shift,none,KLNC0343-A04
KLNC0343-A05,KLNC0343,ac_office_block,curtailable,1,1.8,0.6,industrial_single_shift,cooling_ac,KLNC0343-A05
KLNC0344-A00,KLNC0344,process_motor,critical,2,5.0,0.7,industrial_single_shift,none,KLNC0344-A00
KLNC0344-A01,KLNC0344,water_pump,shiftable,1,2.2,0.85,pump_offpeak_capable,none,KLNC0344-A01
KLNC0344-A02,KLNC0344,ventilation_fan,curtailable,2,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0344-A02
KLNC0344-A03,KLNC0344,lighting_shopfloor,curtailable,1,1.2,0.95,industrial_single_shift,none,KLNC0344-A03
KLNC0345-A00,KLNC0345,process_motor,critical,3,5.0,0.7,industrial_single_shift,none,KLNC0345-A00
KLNC0345-A01,KLNC0345,air_compressor,critical,1,3.0,0.6,industrial_single_shift,none,KLNC0345-A01
KLNC0345-A02,KLNC0345,water_pump,shiftable,1,2.2,0.85,pump_offpeak_capable,none,KLNC0345-A02
KLNC0345-A03,KLNC0345,ventilation_fan,curtailable,2,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0345-A03
KLNC0345-A04,KLNC0345,lighting_shopfloor,curtailable,2,1.2,0.95,industrial_single_shift,none,KLNC0345-A04
KLNC0346-A00,KLNC0346,process_motor,critical,1,5.0,0.7,industrial_single_shift,none,KLNC0346-A00
KLNC0346-A01,KLNC0346,air_compressor,critical,1,3.0,0.6,industrial_single_shift,none,KLNC0346-A01
KLNC0346-A02,KLNC0346,batch_process,shiftable,1,4.0,0.75,industrial_single_shift,none,KLNC0346-A02
KLNC0346-A03,KLNC0346,ventilation_fan,curtailable,1,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0346-A03
KLNC0346-A04,KLNC0346,lighting_shopfloor,curtailable,2,1.2,0.95,industrial_single_shift,none,KLNC0346-A04
KLNC0346-A05,KLNC0346,ac_office_block,curtailable,2,1.8,0.6,industrial_single_shift,cooling_ac,KLNC0346-A05
KLNC0347-A00,KLNC0347,water_pump,shiftable,1,2.2,0.85,pump_offpeak_capable,none,KLNC0347-A00
KLNC0347-A01,KLNC0347,ventilation_fan,curtailable,1,1.5,0.85,industrial_single_shift,cooling_fan,KLNC0347-A01
KLNC0347-A02,KLNC0347,lighting_shopfloor,curtailable,1,1.2,0.95,industrial_single_shift,none,KLNC0347-A02
KLNC0347-A03,KLNC0347,ac_office_block,curtailable,2,1.8,0.6,industrial_single_shift,cooling_ac,KLNC0347-A03
KLNC0348-A00,KLNC0348,process_motor,critical,2,5.0,0.7,industrial_single_shift,none,KLNC0348-A00
